street,street_type,street_name,municipality,province,country,latitude,longitude,geo_source
C/ CRIST DEL GRAU,C/,CRIST DEL GRAU,Valencia,Valencia,Spain,39.461184,-0.3345076,nominatim
C/ CRIST DEL REFUGI,C/,CRIST DEL REFUGI,Valencia,Valencia,Spain,39.425134,-0.3640929,nominatim
PL CREU DEL CANYAMELAR,PL,CREU DEL CANYAMELAR,Valencia,Valencia,Spain,39.4681453,-0.3316156,nominatim
C/ ARGENTERS,C/,ARGENTERS,Valencia,Valencia,Spain,39.4585727,-0.4050533,nominatim
C/ JOAN D'ÃUSTRIA,C/,JOAN D'ÃUSTRIA,Valencia,Valencia,Spain,39.0692095,-0.2667574,nominatim
AV PORT,AV,PORT,Valencia,Valencia,Spain,39.4663769,-0.35425,nominatim
C/ ERMITA DE SANT JAUME,C/,ERMITA DE SANT JAUME,Valencia,Valencia,Spain,38.3898656,-0.564216,nominatim
C/ ESCALANTE,C/,ESCALANTE,Valencia,Valencia,Spain,39.5050374,-0.4180592,nominatim
C/ ESPARTERO,C/,ESPARTERO,Valencia,Valencia,Spain,39.5029336,-0.4139414,nominatim
C/ ESTUBENY,C/,ESTUBENY,Valencia,Valencia,Spain,39.4899755,-0.3869667,nominatim
C/ FALUTX,C/,FALUTX,Valencia,Valencia,Spain,38.8468163,0.0920958,nominatim
C/ FLORISTA,C/,FLORISTA,Valencia,Valencia,Spain,39.4903745,-0.3926481,nominatim
C/ FOIOS,C/,FOIOS,Valencia,Valencia,Spain,39.4733137,-0.3828068,nominatim
C/ ALMUSSAFES,C/,ALMUSSAFES,Valencia,Valencia,Spain,39.1979441,-0.4376634,nominatim
C/ GOMERA,C/,GOMERA,Valencia,Valencia,Spain,37.9927161,-0.6651107,nominatim
C/ GRAVADOR MONTFORT,C/,GRAVADOR MONTFORT,Valencia,Valencia,Spain,39.4986014,-0.4201162,nominatim
C/ GUARDACOSTES,C/,GUARDACOSTES,Valencia,Valencia,Spain,39.4893703,-0.3825928,nominatim
C/ GUARDAMAR DEL SEGURA,C/,GUARDAMAR DEL SEGURA,Valencia,Valencia,Spain,39.9702594,0.0104007,nominatim
C/ GUTENBERG,C/,GUTENBERG,Valencia,Valencia,Spain,39.4800318,-0.3811975,nominatim
C/ BARCELONINA,C/,BARCELONINA,Valencia,Valencia,Spain,39.4713076,-0.3760921,nominatim
C/ JORGE JUAN,C/,JORGE JUAN,Valencia,Valencia,Spain,39.98272,-0.0494037,nominatim
C/ JOSEP BENLLIURE,C/,JOSEP BENLLIURE,Valencia,Valencia,Spain,39.4714256,-0.3298449,nominatim
C/ JOAN BAPTISTA PERALES,C/,JOAN BAPTISTA PERALES,Valencia,Valencia,Spain,39.4642239,-0.3408437,nominatim
C/ JOAN DE PERPINYÃ,C/,JOAN DE PERPINYÃ,Valencia,Valencia,Spain,39.4433086,-0.3910121,nominatim
C/ LLIBERTAT,C/,LLIBERTAT,Valencia,Valencia,Spain,39.1157977,-0.5209687,nominatim
PL LOPE DE VEGA,PL,LOPE DE VEGA,Valencia,Valencia,Spain,39.726368,-0.2606631,nominatim
C/ MACASTRE,C/,MACASTRE,Valencia,Valencia,Spain,39.7044032,-0.2015995,nominatim
C/ MARIA JORDÃN,C/,MARIA JORDÃN,Valencia,Valencia,Spain,39.4612168,-0.3924616,nominatim
C/ NOU D'OCTUBRE,C/,NOU D'OCTUBRE,Valencia,Valencia,Spain,39.5254426,-0.4275555,nominatim
C/ ORDE DEL CISTER,C/,ORDE DEL CISTER,Valencia,Valencia,Spain,39.4707198,-0.4077992,nominatim
C/ OSET,C/,OSET,Valencia,Valencia,Spain,39.8139089,-0.7736402,nominatim
PL PERIS,PL,PERIS,Valencia,Valencia,Spain,39.4683909,-0.3395586,nominatim
C/ PINEDA,C/,PINEDA,Valencia,Valencia,Spain,39.4787641,-0.3786458,nominatim
C/ PINTOR PASQUAL CAPUZ,C/,PINTOR PASQUAL CAPUZ,Valencia,Valencia,Spain,39.4630492,-0.3955007,nominatim
PL REDONA,PL,REDONA,Valencia,Valencia,Spain,39.4735758,-0.3766004,nominatim
C/ REI EN JAUME,C/,REI EN JAUME,Valencia,Valencia,Spain,39.4812474,-0.4398583,nominatim
C/ RIU GENIL,C/,RIU GENIL,Valencia,Valencia,Spain,39.5020213,-0.3697294,nominatim
C/ ROGER LLORIA,C/,ROGER LLORIA,Valencia,Valencia,Spain,39.4691541,-0.3729492,nominatim
C/ SANT FRANCESC DE BORJA,C/,SANT FRANCESC DE BORJA,Valencia,Valencia,Spain,38.9671085,-0.1825256,nominatim
C/ SANT ISIDRE,C/,SANT ISIDRE,Valencia,Valencia,Spain,38.2645465,-0.697895,nominatim
C/ SIRENA,C/,SIRENA,Valencia,Valencia,Spain,39.294374,-0.2862472,nominatim
C/ TORREBLANCA,C/,TORREBLANCA,Valencia,Valencia,Spain,39.4844776,-0.5685337,nominatim
C/ VILARAGUT,C/,VILARAGUT,Valencia,Valencia,Spain,39.4716009,-0.374877,nominatim
C/ VILA JOIOSA,C/,VILA JOIOSA,Valencia,Valencia,Spain,39.431218,-0.6045888,nominatim
C/ POESIA,C/,POESIA,Valencia,Valencia,Spain,39.4651339,-0.3979025,nominatim
C/ FORN DEL CABANYAL,C/,FORN DEL CABANYAL,Valencia,Valencia,Spain,39.4738761,-0.3262775,nominatim
C/ HORTICULTOR BOSCH,C/,HORTICULTOR BOSCH,Valencia,Valencia,Spain,39.4886017,-0.3860623,nominatim
C/ FERRO,C/,FERRO,Valencia,Valencia,Spain,39.4285132,-0.5402143,nominatim
C/ GENERAL ALMIRANTE,C/,GENERAL ALMIRANTE,Valencia,Valencia,Spain,39.456552,-0.3664601,nominatim
C/ FUENTERROBLES,C/,FUENTERROBLES,Valencia,Valencia,Spain,39.444307,-0.3341434,nominatim
C/ FRANCESC EIXIMENIS,C/,FRANCESC EIXIMENIS,Valencia,Valencia,Spain,39.4714431,-0.3322695,nominatim
C/ ESPADÃ,C/,ESPADÃ,Valencia,Valencia,Spain,39.4754663,-1.1249531,nominatim
C/ EDETA,C/,EDETA,Valencia,Valencia,Spain,39.5423308,-0.5663457,nominatim
C/ DOCTOR MANUEL CANDELA,C/,DOCTOR MANUEL CANDELA,Valencia,Valencia,Spain,39.4684194,-0.3500012,nominatim
C/ DOCTOR ANDREU PIQUER,C/,DOCTOR ANDREU PIQUER,Valencia,Valencia,Spain,39.5397613,-0.4027362,nominatim
PL CRESPINS,PL,CRESPINS,Valencia,Valencia,Spain,39.4770693,-0.3744604,nominatim
CAMI CEMENTERI,CAMI,CEMENTERI,Valencia,Valencia,Spain,38.8767343,-0.5846966,nominatim
SENDA CARRASCA,SENDA,CARRASCA,Valencia,Valencia,Spain,39.7100816,-0.370822,nominatim
PL CAMPORROBLES,PL,CAMPORROBLES,Valencia,Valencia,Spain,39.4974721,-0.4206976,nominatim
C/ CAMARENA,C/,CAMARENA,Valencia,Valencia,Spain,39.501264,-0.4200985,nominatim
C/ CABILLERS,C/,CABILLERS,Valencia,Valencia,Spain,39.4747915,-0.3746106,nominatim
C/ BELLO,C/,BELLO,Valencia,Valencia,Spain,38.9460685,-0.1673175,nominatim
C/ ARQUEBISBE OLAECHEA,C/,ARQUEBISBE OLAECHEA,Valencia,Valencia,Spain,39.1566156,-0.4361815,nominatim
ENTD MALENA,ENTD,MALENA,Valencia,Valencia,Spain,39.4254687,-0.350918,nominatim
C/ ALQUERIA DE BENLLOCH,C/,ALQUERIA DE BENLLOCH,Valencia,Valencia,Spain,39.4617266,-0.3975469,nominatim
C/ ALMÃSSERA,C/,ALMÃSSERA,Valencia,Valencia,Spain,39.5179348,-0.3655734,nominatim
C/ ALCOI,C/,ALCOI,Valencia,Valencia,Spain,38.5988964,-0.0574757,nominatim
C/ ALBERIC,C/,ALBERIC,Valencia,Valencia,Spain,39.1912822,-0.4426156,nominatim
SENDA AIRE,SENDA,AIRE,Valencia,Valencia,Spain,39.4985705,-0.3558187,nominatim
C/ NUMERO DOS,C/,NUMERO DOS,Valencia,Valencia,Spain,38.0557022,-0.7082236,nominatim
C/ OMET,C/,OMET,Valencia,Valencia,Spain,39.3581406,-0.4703224,nominatim
PL GRAVADOR PLANES,PL,GRAVADOR PLANES,Valencia,Valencia,Spain,39.4671316,-0.3418629,nominatim
C/ SEDASSERS,C/,SEDASSERS,Valencia,Valencia,Spain,39.4725304,-0.3776371,nominatim
C/ BARRANC,C/,BARRANC,Valencia,Valencia,Spain,39.1707981,-0.2579723,nominatim
ENTD CASA DE CALIU,ENTD,CASA DE CALIU,Valencia,Valencia,Spain,39.4414105,-0.3556457,nominatim
PTGE EMILI MARIA APARICIO OLMOS,PTGE,EMILI MARIA APARICIO OLMOS,Valencia,Valencia,Spain,39.4760734,-0.3748353,nominatim
C/ MERCADO GRAO,C/,MERCADO GRAO,Valencia,Valencia,Spain,39.4612056,-0.3348558,nominatim
C/ EN PROYECTO,C/,EN PROYECTO,Valencia,Valencia,Spain,39.5615233,-1.2769915,nominatim
C/ FEDERICO TOMÃS,C/,FEDERICO TOMÃS,Valencia,Valencia,Spain,39.4850041,-0.3763332,nominatim
C/ POETA ALBERTO LISTA,C/,POETA ALBERTO LISTA,Valencia,Valencia,Spain,39.4704524,-0.4080315,nominatim
C/ NUMERO SEIS,C/,NUMERO SEIS,Valencia,Valencia,Spain,38.0591093,-0.7085621,nominatim
C/ NUMERO SIETE,C/,NUMERO SIETE,Valencia,Valencia,Spain,38.0594966,-0.708673,nominatim
C/ PG NUM.81,C/,PG NUM.81,Valencia,Valencia,Spain,39.5007582,-0.3428688,nominatim
C/ NELO EL FARINER,C/,NELO EL FARINER,Valencia,Valencia,Spain,39.5307194,-0.3856127,nominatim
PTGE QUESA,PTGE,QUESA,Valencia,Valencia,Spain,39.4726709,-0.3558626,nominatim
C/ ROURE VALENCIA,C/,ROURE VALENCIA,Valencia,Valencia,Spain,38.7002039,-0.5276796,nominatim
C/ CARRASQUETA,C/,CARRASQUETA,Valencia,Valencia,Spain,39.123661,-0.560295,nominatim
PL RAQUEL PAYÃ (PEDAGOGA),PL,RAQUEL PAYÃ (PEDAGOGA),Valencia,Valencia,Spain,39.4572309,-0.3732076,nominatim
C/ EL PAROT,C/,EL PAROT,Valencia,Valencia,Spain,39.5001573,-0.3953721,nominatim
C/ PUERTO LUMBRERAS,C/,PUERTO LUMBRERAS,Valencia,Valencia,Spain,39.4525296,-0.3801214,nominatim
C/ SAN MIGUEL DE SOTERNES,C/,SAN MIGUEL DE SOTERNES,Valencia,Valencia,Spain,39.471085,-0.4099155,nominatim
PL PROFESSOR TAMARIT OLMOS,PL,PROFESSOR TAMARIT OLMOS,Valencia,Valencia,Spain,39.4806537,-0.3634416,nominatim
C/ POBLA DE VALLBONA,C/,POBLA DE VALLBONA,Valencia,Valencia,Spain,39.6122438,-0.5725926,nominatim
ENTD ROIG DE LAGARDA,ENTD,ROIG DE LAGARDA,Valencia,Valencia,Spain,39.4459402,-0.3579799,nominatim
C/ RUIZ,C/,RUIZ,Valencia,Valencia,Spain,39.4303485,-0.3936616,nominatim
C/ PLANA,C/,PLANA,Valencia,Valencia,Spain,39.4891653,-0.4049823,nominatim
C/ LORENZO SAIZ,C/,LORENZO SAIZ,Valencia,Valencia,Spain,39.5041072,-0.4193285,nominatim
CH GRAU,CH,GRAU,Valencia,Valencia,Spain,38.9903649,-0.1618762,nominatim
C/ FERNÃNDEZ DE MESA,C/,FERNÃNDEZ DE MESA,Valencia,Valencia,Spain,39.451449,-0.3843565,nominatim
C/ DOCTOR MONTORO,C/,DOCTOR MONTORO,Valencia,Valencia,Spain,39.4852272,-0.3791759,nominatim
C/ ESCOLES DEL TEMPLE,C/,ESCOLES DEL TEMPLE,Valencia,Valencia,Spain,39.4765549,-0.3719618,nominatim
C/ CIENFUEGOS,C/,CIENFUEGOS,Valencia,Valencia,Spain,38.3466577,-0.4830122,nominatim
C/ CLARACHET,C/,CLARACHET,Valencia,Valencia,Spain,39.4879158,-0.3923076,nominatim
C/ ESCUDILLERS,C/,ESCUDILLERS,Valencia,Valencia,Spain,39.4597352,-0.4061214,nominatim
PL CANONGE,PL,CANONGE,Valencia,Valencia,Spain,39.4453938,-0.3898942,nominatim
C/ VILLANUEVA I GASCONS,C/,VILLANUEVA I GASCONS,Valencia,Valencia,Spain,39.4700951,-0.3894143,nominatim
C/ BENIARJO,C/,BENIARJO,Valencia,Valencia,Spain,38.9693846,-0.1908428,nominatim
C/ ABEJUELA,C/,ABEJUELA,Valencia,Valencia,Spain,39.4825549,-0.3692731,nominatim
PL ALMANSA,PL,ALMANSA,Valencia,Valencia,Spain,39.4727282,-0.3837627,nominatim
PL ANTONI CORTIS,PL,ANTONI CORTIS,Valencia,Valencia,Spain,39.4523078,-0.3716621,nominatim
C/ ARQUEBISBE MELO,C/,ARQUEBISBE MELO,Valencia,Valencia,Spain,39.4635262,-0.3713754,nominatim
C/ REGIÃ,C/,REGIÃ,Valencia,Valencia,Spain,37.9181065,-0.7423888,nominatim
C/ MESTRE AGUILAR,C/,MESTRE AGUILAR,Valencia,Valencia,Spain,39.4612667,-0.3701854,nominatim
C/ MESTRE CABALLERO,C/,MESTRE CABALLERO,Valencia,Valencia,Spain,39.486598,-0.3583632,nominatim
C/ MASCOTA,C/,MASCOTA,Valencia,Valencia,Spain,39.4619484,-0.3832,nominatim
C/ HOSTAL DE MORELLA,C/,HOSTAL DE MORELLA,Valencia,Valencia,Spain,40.611433,-0.0963434,nominatim
C/ MICALET,C/,MICALET,Valencia,Valencia,Spain,39.5783272,-0.4602664,nominatim
C/ MIGUEL SERVET,C/,MIGUEL SERVET,Valencia,Valencia,Spain,39.4879406,-0.3939507,nominatim
C/ MISTRAL,C/,MISTRAL,Valencia,Valencia,Spain,38.3493102,-0.5562544,nominatim
C/ MONT CARMEL,C/,MONT CARMEL,Valencia,Valencia,Spain,39.4969046,-0.3747342,nominatim
C/ NAVELLOS,C/,NAVELLOS,Valencia,Valencia,Spain,39.4772039,-0.3750176,nominatim
ENTD NISET,ENTD,NISET,Valencia,Valencia,Spain,39.3018345,-0.2939341,nominatim
PL ORGANISTA CABO,PL,ORGANISTA CABO,Valencia,Valencia,Spain,39.4675029,-0.3447705,nominatim
C/ PARE ALEGRE,C/,PARE ALEGRE,Valencia,Valencia,Spain,39.4840293,-0.3558188,nominatim
C/ PINET,C/,PINET,Valencia,Valencia,Spain,38.9744993,-0.1842711,nominatim
PL PORXETS,PL,PORXETS,Valencia,Valencia,Spain,39.4723688,-0.3772715,nominatim
C/ SANT LLÃTZER,C/,SANT LLÃTZER,Valencia,Valencia,Spain,39.4532475,-0.3932642,nominatim
C/ SANTA POLA,C/,SANTA POLA,Valencia,Valencia,Spain,39.4461392,-0.3326689,nominatim
C/ TAPINERIA,C/,TAPINERIA,Valencia,Valencia,Spain,39.4746622,-0.3764419,nominatim
C/ TRAFALGAR,C/,TRAFALGAR,Valencia,Valencia,Spain,39.4612373,-0.3450839,nominatim
C/ TORÃS,C/,TORÃS,Valencia,Valencia,Spain,39.9561615,-0.0586367,nominatim
PTGE VENTURA FELIU,PTGE,VENTURA FELIU,Valencia,Valencia,Spain,39.4623457,-0.3834637,nominatim
PL REINA,PL,REINA,Valencia,Valencia,Spain,39.474484,-0.3754586,nominatim
C/ MARIA MONTESSORI (PEDAGOGA),C/,MARIA MONTESSORI (PEDAGOGA),Valencia,Valencia,Spain,39.4646568,-0.3996965,nominatim
C/ SANTIAGO DE LÃS,C/,SANTIAGO DE LÃS,Valencia,Valencia,Spain,38.0883567,-0.9507575,nominatim
PL MESTRE RIPOLL,PL,MESTRE RIPOLL,Valencia,Valencia,Spain,39.4723237,-0.3385441,nominatim
C/ ESCRIPTOR RAFAEL FERRERES,C/,ESCRIPTOR RAFAEL FERRERES,Valencia,Valencia,Spain,39.4517429,-0.3580218,nominatim
PL MIQUEL ADLERT NOGUEROL,PL,MIQUEL ADLERT NOGUEROL,Valencia,Valencia,Spain,39.4678604,-0.4120771,nominatim
C/ BELLÃS,C/,BELLÃS,Valencia,Valencia,Spain,39.4905833,-0.3619297,nominatim
C/ BENICÃSSIM,C/,BENICÃSSIM,Valencia,Valencia,Spain,39.9691143,-0.253915,nominatim
C/ BENIDORM,C/,BENIDORM,Valencia,Valencia,Spain,39.9811647,-0.0686851,nominatim
C/ FRARE,C/,FRARE,Valencia,Valencia,Spain,38.61496,-0.1268364,nominatim
C/ PINTOR VILAR,C/,PINTOR VILAR,Valencia,Valencia,Spain,39.4823022,-0.3714552,nominatim
C/ GERMANS FABRILO,C/,GERMANS FABRILO,Valencia,Valencia,Spain,39.4879855,-0.3716871,nominatim
C/ JOSEP SOTO MICO,C/,JOSEP SOTO MICO,Valencia,Valencia,Spain,39.4418233,-0.3882476,nominatim
PL ARQUITECTES CALVO,PL,ARQUITECTES CALVO,Valencia,Valencia,Spain,39.46649,-0.3590615,nominatim
C/ ALQUERIA DEL SUCRER,C/,ALQUERIA DEL SUCRER,Valencia,Valencia,Spain,39.4320049,-0.3740554,nominatim
C/ VALL D'AIORA,C/,VALL D'AIORA,Valencia,Valencia,Spain,39.6175325,-0.3060773,nominatim
C/ ARBRES,C/,ARBRES,Valencia,Valencia,Spain,39.4280468,-0.3630056,nominatim
C/ VAIXELL,C/,VAIXELL,Valencia,Valencia,Spain,39.4604586,-0.3373822,nominatim
C/ CARRASQUER,C/,CARRASQUER,Valencia,Valencia,Spain,39.4756531,-0.382544,nominatim
C/ COETERS,C/,COETERS,Valencia,Valencia,Spain,39.5128077,-0.4479276,nominatim
AV PRIMER DE MAIG,AV,PRIMER DE MAIG,Valencia,Valencia,Spain,38.3964854,-0.5279535,nominatim
C/ IMPRESSOR MONTFORT,C/,IMPRESSOR MONTFORT,Valencia,Valencia,Spain,39.4622963,-0.3941829,nominatim
C/ ELIANA,C/,ELIANA,Valencia,Valencia,Spain,39.5659086,-0.5302784,nominatim
CTRA MAUROS,CTRA,MAUROS,Valencia,Valencia,Spain,39.4294596,-0.3596409,nominatim
C/ MEDITERRÃNIA,C/,MEDITERRÃNIA,Valencia,Valencia,Spain,39.4677822,-0.3306772,nominatim
C/ MIQUEL PAREDES,C/,MIQUEL PAREDES,Valencia,Valencia,Spain,39.4672612,-0.4024135,nominatim
PL MORERAL,PL,MORERAL,Valencia,Valencia,Spain,39.5156765,-0.3908583,nominatim
C/ MUSEU,C/,MUSEU,Valencia,Valencia,Spain,39.4796382,-0.3793017,nominatim
CV NATZARET,CV,NATZARET,Valencia,Valencia,Spain,39.2492906,-0.2641305,nominatim
C/ PALOMAR,C/,PALOMAR,Valencia,Valencia,Spain,39.4756636,-0.3821573,nominatim
C/ RAFAEL COMENGE,C/,RAFAEL COMENGE,Valencia,Valencia,Spain,39.1160249,-0.5184213,nominatim
C/ SALINAR,C/,SALINAR,Valencia,Valencia,Spain,39.4588994,-0.3678379,nominatim
C/ SANT PASQUAL,C/,SANT PASQUAL,Valencia,Valencia,Spain,38.2495165,-0.8089565,nominatim
C/ SANTA ANA,C/,SANTA ANA,Valencia,Valencia,Spain,39.4963949,-0.4338095,nominatim
C/ SOT DE XERA,C/,SOT DE XERA,Valencia,Valencia,Spain,39.6212861,-0.9102321,nominatim
ENTD TAMARIT,ENTD,TAMARIT,Valencia,Valencia,Spain,39.4436515,-0.3611378,nominatim
C/ BOTERS,C/,BOTERS,Valencia,Valencia,Spain,38.3394956,-1.0011886,nominatim
C/ ABAIXADORS,C/,ABAIXADORS,Valencia,Valencia,Spain,39.4747206,-0.3774486,nominatim
C/ ZELUÃN,C/,ZELUÃN,Valencia,Valencia,Spain,39.4838063,-0.3725238,nominatim
PL CANONGE ROGER CHILLIDA,PL,CANONGE ROGER CHILLIDA,Valencia,Valencia,Spain,39.4453938,-0.3898942,nominatim
C/ LLEBEIG,C/,LLEBEIG,Valencia,Valencia,Spain,39.5249339,-0.4197881,nominatim
C/ BARRAQUES DEL FIGUERO,C/,BARRAQUES DEL FIGUERO,Valencia,Valencia,Spain,39.4506044,-0.3386123,nominatim
ENTD CALÃ,ENTD,CALÃ,Valencia,Valencia,Spain,39.4423465,-0.3432118,nominatim
C/ CALP,C/,CALP,Valencia,Valencia,Spain,38.8375163,0.1093326,nominatim
PL AJUNTAMENT,PL,AJUNTAMENT,Valencia,Valencia,Spain,38.8020079,-0.072026,nominatim
C/ COLOMER,C/,COLOMER,Valencia,Valencia,Spain,37.991531,-0.669746,nominatim
C/ CONVENT DE LA PURITAT,C/,CONVENT DE LA PURITAT,Valencia,Valencia,Spain,39.4769355,-0.3758662,nominatim
C/ COTES,C/,COTES,Valencia,Valencia,Spain,39.1938659,-0.4310204,nominatim
C/ EN BOU,C/,EN BOU,Valencia,Valencia,Spain,39.4927978,-0.4569844,nominatim
C/ FONT PODRIDA,C/,FONT PODRIDA,Valencia,Valencia,Spain,39.4644573,-0.3282365,nominatim
C/ GALERA,C/,GALERA,Valencia,Valencia,Spain,37.847437,-0.7653386,nominatim
C/ GARBÃ,C/,GARBÃ,Valencia,Valencia,Spain,38.9079639,-0.6888021,nominatim
C/ GARCILASO,C/,GARCILASO,Valencia,Valencia,Spain,39.4794167,-0.3773189,nominatim
C/ GREGORI MAIANS,C/,GREGORI MAIANS,Valencia,Valencia,Spain,38.9675223,-0.1896803,nominatim
C/ HISTORIADOR BEUTER,C/,HISTORIADOR BEUTER,Valencia,Valencia,Spain,39.4780238,-0.3814827,nominatim
C/ MARINA,C/,MARINA,Valencia,Valencia,Spain,39.2036046,-0.3862335,nominatim
C/ TRINITAT,C/,TRINITAT,Valencia,Valencia,Spain,38.8223879,-0.6097336,nominatim
C/ ALGUER,C/,ALGUER,Valencia,Valencia,Spain,39.4702346,-0.3404719,nominatim
C/ LLIBRERS,C/,LLIBRERS,Valencia,Valencia,Spain,39.4727082,-0.3739797,nominatim
C/ LO RAT PENAT,C/,LO RAT PENAT,Valencia,Valencia,Spain,39.6731414,-0.535775,nominatim
C/ LORIGUILLA,C/,LORIGUILLA,Valencia,Valencia,Spain,39.4899299,-0.3863869,nominatim
C/ MAESTRO PLASENCIA,C/,MAESTRO PLASENCIA,Valencia,Valencia,Spain,39.5036203,-0.4151472,nominatim
AV MARIA CRISTINA,AV,MARIA CRISTINA,Valencia,Valencia,Spain,39.4738306,-0.3783358,nominatim
C/ MOIXENT,C/,MOIXENT,Valencia,Valencia,Spain,38.2451741,-0.5834229,nominatim
C/ MONCAYO,C/,MONCAYO,Valencia,Valencia,Spain,39.4542939,-0.3836451,nominatim
C/ NAVAS DE TOLOSA,C/,NAVAS DE TOLOSA,Valencia,Valencia,Spain,38.379537,-0.772837,nominatim
C/ ONDA,C/,ONDA,Valencia,Valencia,Spain,39.9413297,-0.1053487,nominatim
C/ JURATS,C/,JURATS,Valencia,Valencia,Spain,39.4683116,-0.4014266,nominatim
C/ PONENT,C/,PONENT,Valencia,Valencia,Spain,38.5720264,-0.1135447,nominatim
C/ PORTAL DE SANT JORDI,C/,PORTAL DE SANT JORDI,Valencia,Valencia,Spain,39.4710651,-0.375606,nominatim
AV PORTUGAL,AV,PORTUGAL,Valencia,Valencia,Spain,39.5876035,-0.5042895,nominatim
AV PRIMAT REIG,AV,PRIMAT REIG,Valencia,Valencia,Spain,39.4851547,-0.364497,nominatim
PL SARAGOSSA,PL,SARAGOSSA,Valencia,Valencia,Spain,39.5047345,-0.4387912,nominatim
C/ REIXES,C/,REIXES,Valencia,Valencia,Spain,39.1467609,-0.3293014,nominatim
C/ RIU CABRIOL,C/,RIU CABRIOL,Valencia,Valencia,Spain,39.6655441,-0.2095101,nominatim
C/ ROCAFORT,C/,ROCAFORT,Valencia,Valencia,Spain,39.5174468,-0.4201993,nominatim
C/ SALADO,C/,SALADO,Valencia,Valencia,Spain,39.4872366,-0.3785237,nominatim
C/ SALVÃ,C/,SALVÃ,Valencia,Valencia,Spain,38.6011792,-0.0503409,nominatim
C/ SANT GUILLEM,C/,SANT GUILLEM,Valencia,Valencia,Spain,39.484673,-0.3740777,nominatim
C/ SANT JOAN DE LA PENYA,C/,SANT JOAN DE LA PENYA,Valencia,Valencia,Spain,40.1284446,-0.2646954,nominatim
C/ SANT MATEU,C/,SANT MATEU,Valencia,Valencia,Spain,38.6952291,-0.4743753,nominatim
C/ SANT MAURE,C/,SANT MAURE,Valencia,Valencia,Spain,38.6970137,-0.47409,nominatim
C/ ARTS I DELS OFICIS,C/,ARTS I DELS OFICIS,Valencia,Valencia,Spain,39.4682553,-0.3539943,nominatim
C/ SOGORB,C/,SOGORB,Valencia,Valencia,Spain,39.6525427,-0.514882,nominatim
C/ URUGUAI,C/,URUGUAI,Valencia,Valencia,Spain,38.079296,-0.6495003,nominatim
C/ UTIEL,C/,UTIEL,Valencia,Valencia,Spain,39.5080558,-0.4308476,nominatim
C/ VELÃZQUEZ,C/,VELÃZQUEZ,Valencia,Valencia,Spain,39.4733116,-0.4016962,nominatim
C/ VOLTA DEL ROSSINYOL,C/,VOLTA DEL ROSSINYOL,Valencia,Valencia,Spain,39.479816,-0.3708964,nominatim
C/ VICENT CLAVEL,C/,VICENT CLAVEL,Valencia,Valencia,Spain,39.4607672,-0.3975748,nominatim
C/ TERESA DE COFRENTS,C/,TERESA DE COFRENTS,Valencia,Valencia,Spain,39.1064363,-1.0510067,nominatim
C/ HUG DE MONTCADA,C/,HUG DE MONTCADA,Valencia,Valencia,Spain,39.4816927,-0.3716871,nominatim
C/ ALCALDE GURREA,C/,ALCALDE GURREA,Valencia,Valencia,Spain,39.4940056,-0.3884251,nominatim
C/ CIUTAT DE CARLET,C/,CIUTAT DE CARLET,Valencia,Valencia,Spain,39.4578606,-0.4011744,nominatim
PL PROFESSOR TIERNO GALVÃN,PL,PROFESSOR TIERNO GALVÃN,Valencia,Valencia,Spain,39.4890278,-0.3711251,nominatim
C/ SERRA CALDERONA,C/,SERRA CALDERONA,Valencia,Valencia,Spain,39.5276782,-0.4335111,nominatim
C/ EMBARCADOR,C/,EMBARCADOR,Valencia,Valencia,Spain,39.3830319,-0.3333107,nominatim
C/ HEDRA,C/,HEDRA,Valencia,Valencia,Spain,38.7516404,0.188568,nominatim
C/ POETA BEN HAFADJA,C/,POETA BEN HAFADJA,Valencia,Valencia,Spain,39.4881654,-0.3794853,nominatim
PL SAL,PL,SAL,Valencia,Valencia,Spain,39.4620457,-0.3200019,nominatim
C/ PINTOR SALVADOR ABRIL,C/,PINTOR SALVADOR ABRIL,Valencia,Valencia,Spain,39.4626449,-0.3700684,nominatim
C/ RIU TINTO,C/,RIU TINTO,Valencia,Valencia,Spain,39.4413986,-0.3422882,nominatim
CV SALER,CV,SALER,Valencia,Valencia,Spain,39.4453704,-0.3422897,nominatim
C/ SANT SALVADOR,C/,SANT SALVADOR,Valencia,Valencia,Spain,38.8901792,-0.0449886,nominatim
C/ CARLES ROS,C/,CARLES ROS,Valencia,Valencia,Spain,39.4708088,-0.3296582,nominatim
ENTD CASA DELS COLOMINS,ENTD,CASA DELS COLOMINS,Valencia,Valencia,Spain,39.4346482,-0.3784943,nominatim
C/ DOCTOR CHIARRI,C/,DOCTOR CHIARRI,Valencia,Valencia,Spain,39.4790422,-0.3808575,nominatim
C/ DOCTOR SANCHIS SIVERA,C/,DOCTOR SANCHIS SIVERA,Valencia,Valencia,Spain,39.4696337,-0.3849028,nominatim
PL DOCTOR XIMENO,PL,DOCTOR XIMENO,Valencia,Valencia,Spain,39.4974637,-0.418583,nominatim
C/ MANUELA BALLESTER (PINTORA),C/,MANUELA BALLESTER (PINTORA),Valencia,Valencia,Spain,39.4940271,-0.3809778,nominatim
C/ CAMPANERS,C/,CAMPANERS,Valencia,Valencia,Spain,40.4195733,0.4227563,nominatim
